date,total_tweet,positif_tweet,negatif_tweet,netral_tweet,avg_compound
2022-07-14,2,2,0,0,0.6819
2022-08-01,3,3,0,0,0.4764
2022-08-19,1,1,0,0,0.3612
2022-08-23,1,1,0,0,0.9118
2022-08-29,1,1,0,0,0.8473
2022-09-01,1,1,0,0,0.5994
2022-09-03,1,1,0,0,0.5994
2022-09-12,1,1,0,0,0.1531
2022-09-21,1,1,0,0,0.765
2022-09-26,1,1,0,0,0.34
2022-09-27,1,1,0,0,0.617
2022-10-07,2,2,0,0,0.2446
2022-10-10,2,1,0,1,0.3548
2022-10-12,2,2,0,0,0.43960000000000005
2022-10-13,1,0,0,1,0.0
2022-10-26,2,2,0,0,0.4939
2022-10-29,1,0,1,0,-0.5719
2022-10-31,5,4,0,1,0.5097400000000001
2022-11-04,1,0,0,1,0.0
2022-11-18,2,0,0,2,0.0
2022-11-29,1,1,0,0,0.8316
2022-12-16,3,2,0,1,0.5848333333333333
2022-12-26,2,1,0,1,0.1909
2023-01-02,2,2,0,0,0.5517
2023-01-04,2,2,0,0,0.6001
2023-01-11,2,2,0,0,0.526
2023-02-13,1,0,1,0,-0.2023
2023-02-14,1,1,0,0,0.6369
2023-02-16,1,0,1,0,-0.1779
2023-02-18,1,0,0,1,0.0
2023-02-20,1,1,0,0,0.9686
2023-02-21,1,1,0,0,0.8834
2023-03-01,1,1,0,0,0.3818
2023-05-16,1,1,0,0,0.5423
2023-05-19,1,1,0,0,0.9136
2023-05-26,1,1,0,0,0.5106
2023-05-27,1,1,0,0,0.4588
2023-05-29,1,1,0,0,0.4939
2023-06-08,1,0,0,1,0.0
2023-06-27,1,1,0,0,0.8402
2023-07-06,1,0,0,1,0.0
2023-07-20,1,1,0,0,0.1779
2023-07-27,1,1,0,0,0.7717
2023-07-31,1,1,0,0,0.6369
2023-08-09,1,1,0,0,0.7783
2023-08-17,1,1,0,0,0.1027
2023-09-08,1,1,0,0,0.872
2023-09-09,1,1,0,0,0.2023
2023-09-22,1,1,0,0,0.8807
2023-10-02,1,0,0,1,0.0
2023-10-03,2,0,2,0,-0.2549
2023-10-13,1,0,0,1,0.0
2023-10-19,1,1,0,0,0.296
2023-10-21,1,0,1,0,-0.6908
2023-10-24,1,1,0,0,0.6808
2023-11-06,1,0,1,0,-0.3612
2023-11-15,1,1,0,0,0.2263
2023-11-20,1,1,0,0,0.6921
2023-11-21,2,1,0,1,0.312
2023-11-23,1,0,0,1,0.0
2023-11-30,1,1,0,0,0.802
2024-01-01,2,0,2,0,-0.319
2024-01-11,1,0,0,1,0.0
2024-01-23,1,0,0,1,0.0
2024-01-24,1,1,0,0,0.9413
2024-01-27,1,1,0,0,0.296
2024-01-28,1,0,0,1,0.0
2024-02-02,1,0,0,1,0.0
2024-02-16,1,1,0,0,0.4215
2024-02-20,1,0,1,0,-0.3612
2024-02-22,2,1,0,1,0.27115
2024-02-29,1,1,0,0,0.4215
2024-03-03,1,1,0,0,0.7351
2024-03-04,2,1,0,1,0.08895
2024-03-23,3,1,0,2,0.2935666666666667
2024-03-25,1,0,0,1,0.0258
2024-03-26,1,0,0,1,0.0258
2024-03-27,1,0,0,1,0.0258
2024-03-28,3,1,1,1,0.0674
2024-03-29,1,0,0,1,0.0
2024-04-01,1,0,0,1,0.0258
2024-04-02,1,0,0,1,0.0258
2024-04-03,1,0,0,1,0.0258
2024-04-04,2,0,0,2,0.0129
2024-04-05,1,0,0,1,0.0258
2024-04-16,1,0,0,1,0.0258
2024-04-17,1,0,0,1,0.0258
2024-04-18,1,0,0,1,0.0258
2024-04-19,1,0,0,1,0.0258
2024-04-20,1,0,0,1,0.0
2024-04-22,1,0,0,1,0.0258
2024-04-23,1,0,0,1,0.0258
2024-04-24,2,0,0,2,0.0129
2024-04-25,7,3,2,2,0.2028142857142857
2024-04-26,2,0,1,1,-0.2658
2024-04-27,1,0,0,1,0.0
2024-04-29,1,1,0,0,0.1531
2024-04-30,1,0,0,1,0.0258
2024-05-01,1,0,0,1,0.0258
2024-05-02,1,0,0,1,0.0258
2024-05-03,1,0,0,1,0.0258
2024-05-04,1,0,0,1,0.0
2024-05-06,1,0,0,1,0.0258
2024-05-07,1,0,0,1,0.0258
2024-05-08,1,0,0,1,0.0258
2024-05-13,1,0,0,1,0.0258
2024-05-14,1,0,0,1,0.0258
2024-05-15,1,0,0,1,0.0258
2024-05-16,1,1,0,0,0.3182
2024-05-17,1,0,0,1,0.0258
2024-05-18,1,0,0,1,0.0
2024-05-20,1,0,0,1,0.0258
2024-05-28,2,2,0,0,0.4404
2024-06-02,1,1,0,0,0.6369
2024-06-03,1,1,0,0,0.25
2024-06-04,1,0,0,1,0.0
2024-07-10,1,0,0,1,0.0
2024-07-11,1,0,0,1,0.0
2024-07-31,1,1,0,0,0.296
2024-08-06,1,1,0,0,0.0772
2024-08-08,2,1,0,1,0.3454
2024-08-11,3,2,1,0,0.315
2024-08-12,1,0,1,0,-0.296
2024-08-14,2,1,0,1,0.24695
2024-08-20,1,1,0,0,0.4215
2024-08-21,1,1,0,0,0.6597
2024-08-23,1,0,1,0,-0.0679
2024-08-24,1,1,0,0,0.5106
2024-09-06,1,0,1,0,-0.1027
2024-09-25,1,1,0,0,0.5859
2024-10-03,1,1,0,0,0.4215
2024-10-10,1,0,0,1,0.0
2024-10-14,1,0,0,1,0.0
2024-11-01,1,0,0,1,0.0
2024-11-05,1,0,0,1,0.0
2024-11-08,1,0,0,1,0.0
2024-11-15,1,0,0,1,0.0
2024-11-19,2,2,0,0,0.51315
2024-11-22,2,1,1,0,0.14420000000000002
2024-12-11,3,2,0,1,0.3455333333333333
2024-12-12,1,0,1,0,-0.765
2025-01-10,1,1,0,0,0.296
2025-01-11,1,1,0,0,0.296
2025-01-13,1,1,0,0,0.5267
2025-01-14,1,0,1,0,-0.5574
2025-01-21,2,2,0,0,0.43394999999999995
2025-01-28,1,0,0,1,0.0
2025-02-10,6,4,2,0,0.1706
2025-02-11,6,5,1,0,0.27616666666666667
2025-02-12,3,2,0,1,0.3752
2025-02-20,1,1,0,0,0.3612
2025-03-01,1,1,0,0,0.2551
2025-03-12,1,1,0,0,0.5574
2025-03-13,2,1,1,0,0.05685000000000001
2025-03-17,1,1,0,0,0.34
2025-03-21,2,1,0,1,0.1591
2025-03-24,1,0,0,1,0.0
2025-05-02,4,2,0,2,0.1895
2025-05-09,1,1,0,0,0.5719
2025-05-21,1,0,1,0,-0.1027
2025-05-27,1,0,0,1,0.0
2025-05-29,1,1,0,0,0.5994
2025-06-03,1,1,0,0,0.6705
2025-06-05,1,0,0,1,0.0
2025-06-07,2,2,0,0,0.7954
2025-06-11,2,2,0,0,0.6027
2025-06-12,1,0,0,1,0.0
2025-06-13,1,1,0,0,0.6597
2025-06-15,1,1,0,0,0.7717
2025-07-01,1,1,0,0,0.1779
2025-07-02,1,1,0,0,0.4019
2025-07-08,3,3,0,0,0.347
